Index,Restaurant Name,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
7095,Ceaser Fast Food Centre,New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,9
7096,Chanana Ice Cream Parlour,New Delhi,Ice Cream,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
7097,Chaska,New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
7098,Chowranghee,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
7099,Darbaar Chicken,New Delhi,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,14
7100,Dilli Darbar,New Delhi,"North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,34
7101,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,31
7102,Empire,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
7103,Giani,New Delhi,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
7104,Goldy Da Dhaba,New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
7105,Gufa Restaurant,New Delhi,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14
7106,Gulshan,New Delhi,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,25
7107,Hira Sweets,New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,19
7108,Hot Shop,New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,27
7109,Janta Eating House,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,40
7110,Madras Cafe,New Delhi,"South Indian, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,28
7111,Mitra Da Dhaba & Caterers,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,14
7112,Mr. Momo,New Delhi,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,18
7113,New Anand Sagar,New Delhi,"North Indian, Chinese, Street Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5
7114,New Tayal's Restaurant,New Delhi,"Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11
7115,Paramjeet Fish & Chicken Point,New Delhi,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,15
7116,Pizza Diet,New Delhi,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,6
7117,Pizza Diet,New Delhi,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,29
7118,Pizzalicious,New Delhi,"Pizza, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
7119,Prem Punjab,New Delhi,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11
7120,Priya Panchvati,New Delhi,"South Indian, Fast Food, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,10
7121,Ram Singh Chaat Bhandaar,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13
7122,Ramchander Bhalushahi Wale,New Delhi,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11
7123,Shahi Food Corner,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
7124,Titu Chaat Corner,New Delhi,"Street Food, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
7125,Vinayak Restaurant,New Delhi,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,24
7126,Vrinda's Food,New Delhi,"North Indian, Chinese, South Indian, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,6
7127,Walia's Dawat Mahal,New Delhi,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,22
7128,Crazy Delights,New Delhi,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,14
7129,Aapki Rasoi,New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7130,ADM Foodi,New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
7131,Aggarwal Bikaner Sweets Corner,New Delhi,"Mithai, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7132,Aggarwal Petha Store and Bakers,New Delhi,"Bakery, Mithai",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7133,Aggarwal Sweet Fresh,New Delhi,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7134,Aggarwal Sweet India,New Delhi,"Mithai, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7135,Aggarwal Sweets,New Delhi,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7136,Al-Taj Shamim Chicken Point,New Delhi,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7137,Apni Rasoi,New Delhi,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7138,Bikaner Sweets & Bakers,New Delhi,"Mithai, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
7139,Bikaner Sweets & Restaurant,New Delhi,"North Indian, Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7140,Bikaner Sweets,New Delhi,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7141,Bitoo Chat Corner,New Delhi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7142,Chaska,New Delhi,"Chinese, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7143,Chilli Tadka Food Villa,New Delhi,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7144,China Town,New Delhi,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7145,Chinese Delight,New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7146,D Food,New Delhi,"Chinese, Fast Food, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7147,Da Bawarchi,New Delhi,"North Indian, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7148,Delhi Cafe Restaurant,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7149,Dosa Plaza,New Delhi,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7150,Ex- Taj Foods,New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7151,Fantasy Pastry Shop,New Delhi,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7152,Gareeb Dhaba,New Delhi,Mughlai,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7153,Hira Lal Sweets,New Delhi,Mithai,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7154,Hot & Chilly Point,New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7155,Hot Chinese & Fast Food,New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7156,Jainco Sweets,New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7157,Jony Sweets,New Delhi,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7158,Laxmi Dairy,New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7159,Madras Cafe,New Delhi,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
7160,Mehak Restaurant,New Delhi,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7161,Mr. Gold,New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
7162,New Madras Cafe,New Delhi,"Street Food, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7163,Pizza Hub,New Delhi,"Fast Food, Pizza",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7164,Pizza Hub,New Delhi,Pizza,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7165,Prakash Sweets,New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7166,Punjabi Chaska & Rasoi,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7167,Sagar,New Delhi,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7168,Sardar A Pure Meat Shop,New Delhi,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7169,South Cafe,New Delhi,"Fast Food, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7170,Sultan Chicken Corner,New Delhi,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7171,The AB's Kitchen,New Delhi,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7172,Wah Ji Wah,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7173,Yum Yum,New Delhi,"Pizza, Burger, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7174,Zaika-e-Dilli,New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7175,Anandini - The Tea Room,New Delhi,Tea,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,18
7176,Slice of Italy,New Delhi,"Italian, Pizza, Bakery",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.6,Orange,Average,274
7177,The Coffee Garage,New Delhi,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,112
7178,The Fashion Street Cafí©,New Delhi,"Cafe, North Indian, Chinese, South Indian",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,18
7179,Urban Village,New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,13
7180,Greenr Cafe,New Delhi,Cafe,1100,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,112
7181,Boom Food,New Delhi,"Asian, North Indian",1100,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,56
7182,Cafe Red,New Delhi,Cafe,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,260
7183,Hyderabad House,New Delhi,"Hyderabadi, North Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,67
7184,Le ROFL,New Delhi,"Cafe, Continental, Chinese, Italian",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,177
7185,Ma Cuisine,New Delhi,"North Indian, Continental, Salad",400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,43
7186,Mumbai Matinee,New Delhi,"North Indian, Italian, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,84
7187,Old Town Cafe,New Delhi,Cafe,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,119
7188,Spanish Delights,New Delhi,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,23
7189,Sweet Nothings By Avanti Mathur,New Delhi,"Desserts, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,40
7190,Threads,New Delhi,Cafe,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,59
7191,Bats On Delivery,New Delhi,"North Indian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,82
7192,Asia Central,New Delhi,"Asian, Chinese, Thai, Vietnamese",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,264
7193,Biryani By Kilo,New Delhi,"Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,24
7194,Cafe 5H By The Kitchen Connect,New Delhi,"Cafe, Continental, Italian",700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,88
7195,Hearken Cafí©,New Delhi,Cafe,900,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,55
7196,Puppychino,New Delhi,"Cafe, Continental, Italian",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,165
7197,Remember Me Cafí©,New Delhi,"Cafe, Continental, Italian, Mexican",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,134
7198,Sugarama Patisserie,New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,292
7199,The Last Mughal (TLM),New Delhi,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,52
7200,The Mad Teapot/The Wishing Chair,New Delhi,"Cafe, Bakery, Italian",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,251
7201,Fusion Dosa Cafe,New Delhi,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
7202,Goyal Eating Point,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11
7203,Haveliram,New Delhi,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
7204,Meet You There,New Delhi,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,94
7205,Shree Bhog Pure Veg Restaurant,New Delhi,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7206,The Crust,New Delhi,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,16
7207,Vijay Eating Point,New Delhi,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
7208,Aggarwal Bikaner Sweets,New Delhi,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7209,Bikaner Sweets & Restaurant,New Delhi,"Desserts, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7210,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7211,Cake'ry,New Delhi,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
7212,Come 'n' Eat,New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7213,Darbar Chicken Corner,New Delhi,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
7214,Food Care,New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7215,Himalaya Momos,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7216,Hirdesh Eating Point,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7217,Joshi Eating House,New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7218,Just Veg,New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7219,Natural Pizza Hub & Food Court,New Delhi,Pizza,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7220,Pawar's Food Court Inc.,New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7221,Rajesh Eating Corner,New Delhi,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7222,Raju Ice Cream Parlor,New Delhi,"Pizza, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7223,Sangam Ratna,New Delhi,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7224,Tandoor & Curry Restaurant,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7225,Uttarakhand Eating Point,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7226,Uttranchal Eating Point,New Delhi,"North Indian, Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7227,Yummy Rasoi,New Delhi,"North Indian, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7228,Aggarwal Restaurant,New Delhi,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14
7229,Ane China,New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11
7230,Arora's Veg. Corner,New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18
7231,Ashu Thali Wala,New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,11
7232,Bangla Sweets & Pastry Shop,New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
7233,Baskin Robbins,New Delhi,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21
7234,Believe in Taste,New Delhi,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7235,Bharat Sweet House,New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8
7236,Bikaner Kesarvala,New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,24
7237,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,5
7238,Chawla's Chic Inn,New Delhi,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,71
7239,Chhappan Bhog,New Delhi,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9
7240,Chinese Hut Fast Food,New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,13
7241,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,28
7242,Frontier,New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
7243,Giani,New Delhi,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
7244,Hot Pot Snacks,New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,53
7245,Keventers,New Delhi,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4
7246,Kishan Dhaba,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
7247,Madras Dosa & Chinese,New Delhi,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,91
7248,Mehfil Tawa Tandoor,New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
7249,Mitthu Tikki Wala,New Delhi,"North Indian, Street Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,21
7250,Mitthu Tikki Wala,New Delhi,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,46
7251,Pandit Ji Ka Dhaba,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
7252,Punjabi Angeethi,New Delhi,"North Indian, South Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,28
7253,Ram Chinese Food,New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,23
7254,Sardar Ji Punjabi Jayeka,New Delhi,"North Indian, Mughlai",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
7255,SFC,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11
7256,SGF - Spice Grill Flame,New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,4
7257,Shalimar Vyanjan,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
7258,Shri Rudram,New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5
7259,Smile Bakers,New Delhi,"Bakery, Desserts, Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12
7260,Spice Sea,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,13
7261,Street 5,New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10
7262,Subs n Shakes,New Delhi,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4
7263,Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,46
7264,Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21
7265,Wah G Wah,New Delhi,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,7
7266,Aman-Deep Pure Veg,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,79
7267,Kwality Pastry Parlour,New Delhi,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,51
7268,McDonald's,New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,39
7269,Nagpal's,New Delhi,"Street Food, North Indian",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,31
7270,Peshawari's Deluxe,New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,195
7271,Slic Chic,New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,178
7272,Standard Ice Cream,New Delhi,"Desserts, Ice Cream",100,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,31
7273,Aunty Chings Fast Food,New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7274,Baba Chaap Wala,New Delhi,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7275,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7276,Chick N Grills,New Delhi,"Mughlai, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
7277,Choc-oholic,New Delhi,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7278,Da Pizza Palace,New Delhi,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,1
7279,Dosa Junction,New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7280,Ganga Food Factory,New Delhi,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7281,Hot Wok,New Delhi,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
7282,Ichak Dana,New Delhi,"North Indian, Awadhi",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7283,Madras Dosa & Chinese,New Delhi,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
7284,Mashoor Gulati,New Delhi,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
7285,Nidhi's Cake Lounge,New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7286,Night Diner,New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7287,Nirula's Ice Cream,New Delhi,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7288,Niti Shake & Ice Cream Hub,New Delhi,"Desserts, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7289,Raja Chinese Foods & Snacks,New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7290,Royal Chicken Corner,New Delhi,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7291,Shalimar Food,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7292,Shalimar Vyanjan,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7293,The Urban Canteen,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7294,Ever Bake,New Delhi,"Bakery, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,4,Green,Very Good,371
7295,Grappa - Shangri-La's - Eros Hotel,New Delhi,"Pizza, Salad, Finger Food",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average,27
7296,Shang Palace - Shangri-La's Eros Hotel,New Delhi,Chinese,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,65
7297,Sorrento - Shangri-La's - Eros Hotel,New Delhi,"Seafood, Italian",5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,66
7298,Mister Chai - Shangri-La's - Eros Hotel,New Delhi,"Tea, Cafe",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,68
7299,Tamra - Shangri-La's - Eros Hotel,New Delhi,"North Indian, Continental, European, Chinese, Thai",3800,Indian Rupees(Rs.),Yes,No,No,No,4,4.3,Green,Very Good,400
7300,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,29
7301,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,85
7302,Lush,New Delhi,"Afghani, North Indian, Pakistani, Arabian",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
